MSZoning,Street,Alley,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageCond,MiscFeature,SaleType,SaleCondition,GrLivArea_Log,1stFlrSF_Log,SalePrice_Log
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1057.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2001.0,Fin,2.0,TA,None,WD,Normal,7.564757012905729,6.963189985870238,12.328290278254423
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,SLvl,8,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,CBlock,Gd,1952.0,GasA,Gd,Y,SBrkr,2,Ex,TA,Attchd,1972.0,Fin,2.0,TA,None,WD,Normal,7.902487437162855,7.600902459542082,12.751299696013497
RL,Pave,None,Inside,NWAmes,RRAn,Norm,1Fam,2Story,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,CBlock,TA,780.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1969.0,Fin,2.0,TA,None,WD,Normal,7.3901814282264295,6.659293919683638,11.931635799828413
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,1Story,9,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,PConc,Ex,1766.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2009.0,Fin,3.0,TA,None,New,Partial,7.476472381163905,7.476472381163905,12.823628446539173
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,6,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,981.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1979.0,Unf,2.0,TA,None,WD,Normal,6.8885724595653635,6.8885724595653635,11.872346634576987
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,None,0.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1950.0,Unf,2.0,TA,None,WD,Normal,6.954638864880987,6.954638864880987,11.495779306135258
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,CBlock,TA,1094.0,GasA,Ex,Y,SBrkr,1,TA,Gd,Attchd,1953.0,RFn,2.0,TA,None,WD,Normal,6.9975959829819265,6.9975959829819265,11.951180395901384
RL,Pave,None,Inside,NAmes,PosN,Norm,1Fam,2Story,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,CBlock,TA,756.0,GasA,TA,Y,SBrkr,1,TA,TA,Attchd,1966.0,Unf,2.0,TA,None,WD,Normal,7.516977224604321,6.957497370876951,11.951180395901384
RM,Pave,None,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,630.0,GasA,Gd,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.4457198193855785,6.4457198193855785,11.344506813345266
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,813.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2007.0,RFn,2.0,TA,None,WD,Normal,7.417580402414544,6.71174039505618,12.235388699864227
RL,Pave,None,Inside,Edwards,Artery,Norm,1Fam,2Story,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,755.0,GasA,TA,Y,SBrkr,1,TA,Gd,Detchd,1940.0,Unf,1.0,Po,None,WD,Normal,7.31986492980897,6.626717749249025,11.589886506106357
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,880.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1996.0,RFn,2.0,TA,None,WD,Normal,7.447751280047908,6.812345094177479,12.160028707028767
RM,Pave,Grvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,756.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1906.0,Unf,1.0,TA,None,WD,Normal,7.292337176173877,6.628041376179533,11.813030057420567
RL,Pave,None,Inside,NoRidge,Norm,Norm,1Fam,1Story,8,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,PConc,Gd,2109.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1995.0,Fin,3.0,TA,None,WD,Normal,7.655864017616056,7.655864017616056,12.765688433465597
RM,Pave,None,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,CBlock,TA,525.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1971.0,Unf,1.0,TA,None,WD,Family,6.9957661563048505,6.263398262591624,11.385092093460344
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,CBlock,TA,1053.0,GasA,Ex,Y,SBrkr,1,Gd,None,Attchd,1959.0,RFn,1.0,TA,None,WD,Normal,6.959398512133975,6.959398512133975,11.887931365593685
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,BrkTil,Gd,776.0,GasA,TA,Y,SBrkr,1,TA,Gd,Attchd,1931.0,RFn,1.0,TA,None,WD,Normal,7.31455283232408,6.7464121285733745,11.911701584927597
RL,Pave,None,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,912.0,GasA,TA,Y,SBrkr,1,TA,Gd,Attchd,1948.0,Unf,1.0,TA,None,WD,Abnorml,7.284820912568604,6.815639990074331,11.487607656985938
RL,Pave,None,Corner,Edwards,Norm,Norm,1Fam,1Story,5,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,PConc,TA,1486.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1968.0,Fin,2.0,TA,None,WD,Normal,7.303843225277705,7.303843225277705,12.025749091398891
RL,Pave,None,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,CBlock,Gd,793.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1976.0,RFn,2.0,TA,None,WD,Normal,7.5678626054638825,7.040536390215956,12.195517131590657
RL,Pave,None,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,PConc,Gd,1629.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1994.0,RFn,3.0,TA,None,WD,Normal,7.803026643632217,7.430114138561801,12.904207367601158
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,CBlock,Fa,1392.0,GasA,Gd,Y,SBrkr,1,TA,TA,Attchd,1968.0,RFn,2.0,TA,None,WD,Normal,7.238496840894365,7.238496840894365,11.608235644774552
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,SFoyer,4,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,Gd,1138.0,GasA,TA,Y,SBrkr,2,TA,None,Detchd,1974.0,RFn,2.0,TA,None,WD,Normal,7.074116816197362,7.074116816197362,11.831379196088763
RL,Pave,None,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,2077.0,GasA,Ex,Y,SBrkr,1,Ex,Ex,Attchd,2005.0,Fin,3.0,TA,None,New,Partial,7.64826303090192,7.64826303090192,12.955127458028414
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,8,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,1406.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2000.0,RFn,2.0,TA,None,WD,Normal,7.568379267836522,7.282073658093465,12.348006141418841
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,CBlock,Gd,1021.0,GasA,TA,Y,SBrkr,2,TA,Po,CarPort,1965.0,Unf,2.0,TA,None,WD,Abnorml,7.77485576666552,7.289610521451167,11.76756768334381
RL,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,PConc,Gd,1408.0,GasA,Ex,Y,SBrkr,2,Gd,Fa,Attchd,1994.0,RFn,2.0,TA,None,WD,Normal,7.425953657077541,7.425953657077541,12.173032791451973
RL,Pave,None,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,CBlock,TA,1188.0,GasA,Gd,Y,SBrkr,1,TA,TA,Detchd,1999.0,Unf,2.0,TA,None,WD,Normal,7.270312886079025,7.270312886079025,12.031719258385396
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,1Story,4,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,700.0,GasA,Ex,Y,SBrkr,1,Fa,Gd,Detchd,1922.0,Unf,1.0,Fa,None,WD,Normal,7.07326971745971,7.07326971745971,11.831379196088763
RL,Pave,None,FR2,CollgCr,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,738.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2005.0,Fin,2.0,TA,None,WD,Normal,7.297091005160418,6.6039438246004725,12.063932878369052
RH,Pave,None,Inside,Edwards,Artery,Norm,1Fam,2Story,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,672.0,GasA,TA,N,SBrkr,2,TA,None,Detchd,1930.0,Unf,1.0,TA,None,WD,Normal,7.221835825288449,6.546785410760524,11.54829260880752
RL,Pave,None,Inside,Veenker,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,CBlock,Gd,1208.0,GasA,TA,Y,SBrkr,1,TA,TA,Attchd,1977.0,RFn,2.0,TA,None,WD,Normal,7.0967213784947605,7.0967213784947605,12.013700752882718
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,PConc,TA,1477.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1957.0,Fin,2.0,TA,None,WD,Normal,7.516977224604321,7.516977224604321,12.458774999085929
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,1136.0,GasA,TA,Y,SBrkr,1,TA,Gd,Attchd,1965.0,RFn,1.0,TA,None,WD,Normal,7.035268599281097,7.035268599281097,11.84939770159144
RL,Pave,None,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,CBlock,TA,855.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1978.0,Unf,2.0,TA,None,WD,Normal,7.273092595999522,6.75110146893676,11.908340237224891
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,BrkTil,TA,1095.0,GasW,Fa,N,SBrkr,2,TA,None,2Types,1920.0,Unf,3.0,Fa,None,WD,Normal,7.480992162869525,6.9985096422506015,11.37366339763672
RL,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,BrkTil,TA,768.0,GasA,Ex,Y,SBrkr,1,Gd,None,Detchd,1924.0,Unf,1.0,Fa,None,WD,Normal,6.674561391814426,6.674561391814426,11.603679828238693
RL,Pave,None,Inside,StoneBr,Norm,Norm,1Fam,1Story,8,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,PConc,Ex,2046.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2008.0,Fin,3.0,TA,None,New,Partial,7.6236419465115715,7.6236419465115715,12.827992316801751
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,CBlock,TA,988.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1963.0,Unf,2.0,TA,None,WD,Normal,6.895682697747868,6.895682697747868,11.763684183317412
RL,Pave,None,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,Gd,923.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1980.0,RFn,1.0,TA,None,WD,Normal,6.827629234502852,6.827629234502852,11.870599909242044
RH,Pave,Pave,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,BrkTil,TA,793.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1968.0,Unf,1.0,TA,None,WD,Abnorml,7.326465613840322,6.742880635791903,11.979385322467598
RL,Pave,None,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,Gd,1291.0,GasA,Ex,Y,SBrkr,1,Gd,Gd,Attchd,1996.0,Unf,2.0,TA,None,WD,Normal,7.1631723908466425,7.1631723908466425,12.061046873479915
RL,Pave,None,Corner,CollgCr,Norm,Norm,1Fam,1Story,9,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,PConc,Gd,1626.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2002.0,Fin,3.0,TA,None,WD,Normal,7.419380582918692,7.419380582918692,12.560244459250788
RL,Pave,None,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,PConc,Gd,1195.0,GasA,Gd,Y,SBrkr,2,TA,None,Attchd,1998.0,Fin,2.0,TA,None,WD,Normal,7.516977224604321,7.085901464365611,12.30591798049989
RL,Pave,None,CulDSac,StoneBr,Norm,Norm,TwnhsE,2Story,7,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,CBlock,Gd,1190.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1984.0,Fin,2.0,TA,None,WD,Normal,7.644919344958857,7.081708586105575,12.24288661865289
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,874.0,GasA,Ex,Y,SBrkr,3,Gd,None,Attchd,2007.0,Fin,2.0,TA,None,New,Partial,7.473637108496206,6.773080375655535,12.336552511980964
FV,Pave,None,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,551.0,GasA,Ex,Y,SBrkr,2,Gd,None,Detchd,2004.0,Unf,2.0,TA,None,WD,Normal,7.004881989712859,6.311734809152915,11.910358401381128
RL,Pave,None,Inside,StoneBr,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,PConc,Gd,1419.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2007.0,RFn,2.0,TA,None,New,Partial,7.257707677160043,7.257707677160043,12.8790171187726
RL,Pave,None,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,PConc,Gd,1362.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2005.0,RFn,2.0,TA,None,WD,Normal,7.216709486709457,7.216709486709457,12.17921519136029
RM,Pave,None,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,PConc,Gd,848.0,GasA,Ex,Y,SBrkr,1,Gd,TA,Attchd,2004.0,RFn,2.0,TA,None,WD,Normal,6.742880635791903,6.742880635791903,11.856515169360305
RL,Pave,None,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,PConc,Ex,2444.0,GasA,Ex,Y,SBrkr,3,Ex,Ex,Attchd,1994.0,Fin,3.0,TA,None,WD,Normal,8.370084326378025,7.8013913202914855,13.534473028231162
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,2Story,7,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,PConc,Gd,1210.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,1989.0,RFn,2.0,TA,None,WD,Normal,7.831617276352611,7.121252453244542,12.721885810807203
RL,Pave,None,Corner,OldTown,Norm,Norm,1Fam,1Story,5,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,1073.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1968.0,Unf,1.0,TA,None,WD,Abnorml,6.9782137426306985,6.9782137426306985,11.594321103174222
RM,Pave,None,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,927.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1995.0,Unf,2.0,TA,None,WD,Normal,7.338888133838879,6.9726062513017535,11.86005499606543
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,1Story,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,CBlock,Gd,1112.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1987.0,Unf,2.0,TA,None,WD,Normal,7.036148493750536,7.036148493750536,12.078239274020289
RM,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,CBlock,TA,616.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1921.0,Unf,1.0,TA,None,WD,Normal,6.423246963533519,6.423246963533519,11.396391648714276
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,Ex,980.0,GasA,Fa,Y,FuseA,1,TA,None,Detchd,1952.0,Unf,1.0,TA,None,WD,Normal,7.045776576879511,7.045776576879511,11.72399643505017
RL,Pave,None,Inside,Sawyer,RRAe,Norm,1Fam,1Story,5,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,894.0,GasA,Ex,Y,SBrkr,1,TA,Gd,Detchd,1973.0,Unf,1.0,TA,None,WD,Normal,6.795705775173514,6.795705775173514,11.83862560460953
FV,Pave,Pave,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,1391.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2004.0,RFn,2.0,TA,None,WD,Normal,7.237778191923443,7.237778191923443,12.185869938212655
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,1Story,8,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,PConc,Ex,1800.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2002.0,Fin,3.0,TA,None,WD,Normal,7.495541943884256,7.495541943884256,12.652359748158593
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,CBlock,TA,1164.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1969.0,Unf,2.0,TA,None,COD,Normal,7.059617628291383,7.059617628291383,11.84939770159144
RL,Pave,None,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,PConc,Ex,1234.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,BuiltIn,2006.0,Fin,3.0,TA,None,New,Partial,7.853993087224244,7.142036574706803,12.799175708864519
RM,Pave,None,Inside,OldTown,Feedr,Norm,2fmCon,2Story,5,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Gd,360.0,GasA,Gd,Y,SBrkr,2,Gd,Po,Detchd,1999.0,Unf,2.0,TA,None,WD,Normal,7.502186486602924,6.939253946041508,11.84939770159144
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,PConc,Gd,1473.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2004.0,RFn,2.0,TA,None,WD,Normal,7.302496423727326,7.302496423727326,12.269047444691562
RM,Pave,None,Inside,IDOTRR,Norm,Norm,2fmCon,2Story,4,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Slab,None,0.0,GasA,Fa,N,SBrkr,2,Fa,None,None,1979.0,None,0.0,None,Othr,WD,Normal,6.9957661563048505,5.918893854273146,10.915088464214607
RL,Pave,None,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,7,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,CBlock,Gd,1643.0,GasA,TA,Y,SBrkr,2,Gd,TA,Attchd,1971.0,Unf,2.0,TA,None,WD,Normal,7.508787170634276,7.508787170634276,12.618182296357007
RL,Pave,None,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,PConc,Gd,1324.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,Fin,2.0,TA,None,WD,Normal,7.188412736496954,7.188412736496954,12.445089546000673
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,728.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2007.0,Fin,2.0,TA,None,New,Partial,7.283448228756631,6.590301048196686,12.09815330331068
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,PConc,TA,876.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1966.0,Unf,1.0,TA,None,WD,Abnorml,6.806829360392176,6.806829360392176,11.607326140391713
RL,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1Story,3,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,CBlock,TA,270.0,GasA,Gd,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.591673732008658,6.591673732008658,10.858998997563564
C (all),Pave,Pave,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Stone,TA,859.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1964.0,RFn,1.0,TA,None,WD,Abnorml,7.071573364211532,6.755768921984255,11.540307141711446
RL,Pave,None,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,1228.0,GasA,Gd,Y,SBrkr,2,Gd,Gd,Attchd,1988.0,Fin,2.0,TA,None,WD,Normal,7.113142108707088,7.113142108707088,12.14950229404178
RL,Pave,None,Inside,BrkSide,RRAn,Norm,2fmCon,1Story,4,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,CBlock,TA,960.0,GasW,TA,N,SBrkr,1,TA,None,Detchd,1970.0,Unf,2.0,TA,None,WD,Normal,6.866933284461882,6.866933284461882,11.76756768334381
RL,Pave,None,CulDSac,Sawyer,RRAe,Norm,1Fam,2Story,6,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,CBlock,TA,725.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1976.0,RFn,2.0,TA,None,WD,Normal,7.2991214627108,6.586171654854675,11.779128505744886
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,CBlock,Gd,1064.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1974.0,RFn,2.0,TA,None,WD,Normal,7.2078598714324755,7.2078598714324755,12.013700752882718
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,BrkTil,TA,718.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1996.0,Unf,2.0,TA,None,WD,Normal,7.845416036592485,7.362645270417825,11.979799201207037
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,1176.0,GasA,Gd,Y,SBrkr,1,Gd,Fa,Attchd,1973.0,Unf,2.0,TA,None,WD,Normal,7.071573364211532,7.071573364211532,11.964001084330445
RL,Pave,None,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,PConc,Gd,1311.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1993.0,RFn,3.0,TA,None,WD,Normal,7.790696031174738,7.1891677384203225,12.739637756265655
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,CBlock,Gd,971.0,GasA,TA,Y,SBrkr,1,TA,Po,Attchd,1969.0,Unf,1.0,TA,None,WD,Normal,6.878326468291325,6.878326468291325,11.763684183317412
RL,Pave,None,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,8,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,1742.0,GasA,TA,Y,SBrkr,2,Gd,TA,Attchd,1985.0,RFn,2.0,TA,None,WD,Normal,7.462789157412448,7.462789157412448,12.524526376648708
RM,Pave,None,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,PConc,Gd,848.0,GasA,Ex,Y,SBrkr,1,Gd,None,Attchd,2004.0,RFn,2.0,TA,None,WD,Normal,6.742880635791903,6.742880635791903,11.870599909242044
